q1,q2
Q106186,Q416181
Q630139,Q495881
Q439115,Q524864
Q071690,Q440215
Q300438,Q042072
Q060519,Q240577
Q514240,Q698092
Q227390,Q026686
Q600940,Q135151
Q374895,Q296170
Q369847,Q366230
Q423683,Q529050
Q001789,Q086674
Q409234,Q114497
Q242124,Q208728
Q580790,Q695524
Q206092,Q584059
Q127382,Q623547
Q468248,Q229870
Q710212,Q206601
Q719308,Q429919
Q256399,Q281647
Q617067,Q494517
Q217420,Q220876
Q593342,Q662217
Q305897,Q234697
Q049085,Q070658
Q476404,Q441024
Q453075,Q381390
Q702230,Q086782
Q637529,Q577190
Q613907,Q415582
Q137942,Q175478
Q188411,Q428821
Q391431,Q115851
Q137616,Q699258
Q529701,Q038612
Q146012,Q478113
Q164946,Q540211
Q095374,Q627641
Q505538,Q481068
Q232392,Q684511
Q409818,Q027668
Q119241,Q509799
Q166358,Q576033
Q654050,Q693360
Q067107,Q021173
Q182680,Q256987
Q508997,Q014317
Q578218,Q371345
Q215402,Q375886
Q537420,Q623597
Q498612,Q668437
Q457081,Q422992
Q012426,Q107345
Q480995,Q462598
Q317517,Q725471
Q415813,Q268626
Q684914,Q174314
Q534604,Q348862
Q552360,Q243770
Q177863,Q458822
Q297949,Q035389
Q119042,Q559130
Q250585,Q282001
Q019132,Q681563
Q393266,Q418076
Q014907,Q465548
Q044018,Q112953
Q688166,Q065347
Q287380,Q051916
Q607980,Q186958
Q462315,Q278058
Q665283,Q312893
Q683446,Q428835
Q364042,Q036426
Q431347,Q127008
Q476404,Q139612
Q081011,Q381699
Q522738,Q507278
Q214482,Q283318
Q618764,Q131722
Q075641,Q684846
Q447501,Q629135
Q201027,Q469901
Q449326,Q289823
Q689740,Q605623
Q425763,Q520333
Q636182,Q028410
Q050954,Q199744
Q587058,Q371154
Q320903,Q182925
Q136448,Q451423
Q159439,Q659659
Q383273,Q177383
Q192032,Q478854
Q557540,Q444492
Q241764,Q436278
Q220721,Q563299
Q330826,Q312520
Q428261,Q133274
Q405693,Q485392
Q585969,Q132760
Q515117,Q297869
Q254260,Q667157
Q656929,Q596594
Q266488,Q190451
Q077953,Q578720
Q369109,Q005647
Q571913,Q066840
Q458613,Q190881
Q698997,Q316592
Q347976,Q513516
Q559930,Q552474
Q218484,Q167861
Q139360,Q718216
Q639518,Q247778
Q263180,Q272131
Q201388,Q629570
Q085595,Q606143
Q325067,Q688532
Q148251,Q336535
Q506645,Q238597
Q631629,Q569679
Q488479,Q707359
Q428835,Q447825
Q430356,Q714964
Q569919,Q364502
Q071083,Q609310
Q145636,Q065806
Q091316,Q510652
Q671859,Q309492
Q271583,Q428012
Q086455,Q487847
Q495472,Q689282
Q612002,Q090186
Q128097,Q071437
Q286169,Q418539
Q614246,Q376094
Q549316,Q468120
Q232659,Q108438
Q669958,Q318571
Q299869,Q528405
Q520030,Q037550
Q391407,Q322857
Q331604,Q026182
Q037373,Q461460
Q204888,Q101805
Q102886,Q481868
Q152869,Q115515
Q537503,Q480446
Q512683,Q674829
Q715260,Q631351
Q515641,Q248881
Q036546,Q522741
Q288035,Q130931
Q489328,Q469389
Q006343,Q297153
Q434679,Q078451
Q268920,Q088760
Q182102,Q693029
Q143804,Q129380
Q031951,Q088760
Q119427,Q470136
Q454384,Q539955
Q376471,Q354085
Q568786,Q004424
Q051669,Q031625
Q496339,Q440335
Q211846,Q264488
Q316384,Q192473
Q334067,Q437348
Q396151,Q277564
Q213468,Q674243
Q469047,Q342847
Q429441,Q062190
Q489102,Q046771
Q543281,Q330526
Q040466,Q111629
Q252521,Q165966
Q251440,Q479637
Q638541,Q381733
Q167638,Q623507
Q476295,Q167355
Q171876,Q309427
Q001323,Q478758
Q205557,Q104115
Q343077,Q407595
Q236910,Q544593
Q058921,Q558931
Q135379,Q119712
Q219166,Q280677
Q174597,Q289235
Q181715,Q602349
Q526644,Q253559
Q413906,Q275328
Q301607,Q006650
Q390139,Q188637
Q653825,Q091009
Q043420,Q404439
Q503514,Q411708
Q231617,Q574521
Q207525,Q273267
Q340134,Q697200
Q060284,Q600425
Q618674,Q397335
Q489102,Q455044
Q055991,Q047738
Q035443,Q249907
Q161455,Q545640
Q216621,Q715698
Q321434,Q520308
Q281104,Q487715
Q493363,Q183467
Q196887,Q146010
Q120655,Q471004
Q430319,Q275982
Q366859,Q182925
Q496339,Q379765
Q635854,Q213245
Q028410,Q324824
Q420041,Q031632
Q024145,Q551029
Q654144,Q051135
Q083936,Q599069
Q644372,Q597431
Q657608,Q472030
Q122035,Q224522
Q167373,Q119578
Q070851,Q163316
Q310848,Q281104
Q120769,Q508748
Q162320,Q180021
Q464492,Q469610
Q402384,Q464235
Q457895,Q321110
Q068795,Q047096
Q593975,Q245341
Q174632,Q350640
Q515223,Q018717
Q623000,Q117842
Q105061,Q624147
Q305730,Q057542
Q578569,Q239907
Q502372,Q016880
Q168651,Q391951
Q657607,Q098980
Q479371,Q468883
Q681258,Q556513
Q446760,Q049540
Q075039,Q347976
Q211770,Q369166
Q562847,Q128646
Q261896,Q629739
Q399428,Q363835
Q420497,Q101022
Q527799,Q312299
Q339656,Q457830
Q211751,Q477538
Q183811,Q623064
Q480580,Q022562
Q636962,Q031024
Q184599,Q311391
Q387045,Q139688
Q695176,Q014004
Q353698,Q060296
Q169292,Q117884
Q173396,Q348862
Q717650,Q553993
Q405775,Q005326
Q348889,Q609441
Q044441,Q463179
Q501704,Q375984
Q725651,Q637383
Q241514,Q296329
Q310393,Q700103
Q066948,Q254310
Q104292,Q606153
Q089651,Q312453
Q412077,Q353526
Q674295,Q454993
Q370070,Q611774
Q583098,Q582170
Q116071,Q146275
Q345747,Q480637
Q582072,Q204564
Q396688,Q035393
Q442936,Q192835
Q458137,Q349987
Q521058,Q463110
Q437245,Q275901
Q549728,Q333842
Q285592,Q390148
Q686167,Q688102
Q651096,Q173612
Q452559,Q494635
Q516249,Q644208
Q206459,Q400427
Q510642,Q391407
Q143909,Q335803
Q550321,Q014732
Q075641,Q457553
Q333216,Q291017
Q495185,Q570408
Q514255,Q546201
Q073376,Q391297
Q404336,Q698559
Q611477,Q416244
Q662650,Q366859
Q173098,Q526868
Q283436,Q123234
Q579918,Q351000
Q188752,Q039392
Q708963,Q537315
Q675634,Q143124
Q660769,Q500763
Q623547,Q625920
Q686289,Q535032
Q077748,Q428098
Q604792,Q653152
Q023630,Q407285
Q473390,Q632943
Q462101,Q165318
Q398549,Q203166
Q341952,Q120806
Q447793,Q587074
Q653501,Q536415
Q560484,Q552474
Q137432,Q089239
Q183354,Q346517
Q342842,Q183516
Q724877,Q078451
Q571975,Q441825
Q144887,Q073586
Q023630,Q115090
Q135883,Q516047
Q193287,Q691137
Q676064,Q370299
Q683363,Q246433
Q078989,Q011491
Q567659,Q448651
Q613357,Q653555
Q360562,Q335177
Q299005,Q160968
Q496535,Q393221
Q210809,Q464598
Q107047,Q410782
Q203056,Q489796
Q066438,Q616377
Q687494,Q184599
Q158124,Q585148
Q316148,Q643300
Q475087,Q229412
Q251224,Q401606
Q667879,Q581087
Q699469,Q204380
Q402190,Q118907
Q499857,Q176256
Q094567,Q318200
Q055218,Q595732
Q596365,Q597625
Q557308,Q279591
Q098441,Q376179
Q080532,Q049085
Q013297,Q708372
Q173446,Q151926
Q109754,Q353425
Q580390,Q137994
Q022172,Q416908
Q658742,Q320972
Q173842,Q404335
Q473635,Q600519
Q586536,Q293782
Q236526,Q212608
Q488249,Q025652
Q125248,Q134382
Q152407,Q373248
Q374513,Q212145
Q226821,Q526768
Q675249,Q545640
Q409523,Q146366
Q320647,Q447177
Q537435,Q434356
Q272714,Q296575
Q544642,Q563537
Q333206,Q031625
Q636369,Q296685
Q206241,Q688913
Q191751,Q358618
Q623885,Q560444
Q566446,Q505642
Q365189,Q424489
Q077467,Q054119
Q348005,Q557308
Q443955,Q387153
Q337163,Q727165
Q500914,Q104090
Q188557,Q307101
Q402884,Q432874
Q688291,Q672044
Q515547,Q096495
Q166446,Q502868
Q159328,Q648430
Q086851,Q488990
Q665283,Q324776
Q413490,Q176392
Q343041,Q225847
Q331123,Q582971
Q693541,Q640964
Q180172,Q090047
Q237495,Q422156
Q549662,Q459163
Q312443,Q182555
Q035376,Q431669
Q454657,Q383266
Q241261,Q469241
Q453619,Q354023
Q395573,Q682042
Q295006,Q622243
Q605724,Q471004
Q286750,Q310146
Q002362,Q455087
Q074733,Q191380
Q595167,Q631494
Q692024,Q198436
Q636839,Q323532
Q272217,Q037898
Q506701,Q058621
Q207184,Q611503
Q273323,Q044303
Q618119,Q377596
Q520530,Q312254
Q517350,Q637623
Q106186,Q727066
Q389372,Q433751
Q215016,Q232967
Q133787,Q036667
Q202556,Q648488
Q617818,Q269385
Q030013,Q022841
Q115911,Q553365
Q336990,Q470633
Q240112,Q583752
Q346857,Q375244
Q711576,Q136289
Q412892,Q404822
Q185812,Q279630
Q520535,Q090968
Q355589,Q387323
Q231581,Q331674
Q517723,Q579815
Q353992,Q454336
Q022959,Q578832
Q482447,Q000798
Q476763,Q667984
Q631355,Q575564
Q073150,Q620102
Q405553,Q353442
Q230131,Q665745
Q496832,Q484868
Q236746,Q531914
Q146950,Q228130
Q696123,Q598677
Q236318,Q626408
Q358379,Q277966
Q612747,Q403087
Q473390,Q167373
Q480127,Q176289
Q381390,Q475108
Q305838,Q597322
Q369272,Q057092
Q634203,Q240026
Q660556,Q557649
Q273434,Q720217
Q317619,Q359074
Q600519,Q627541
Q560539,Q522993
Q652269,Q249641
Q362282,Q144449
Q461007,Q665607
Q605300,Q028995
Q153197,Q070956
Q305744,Q166773
Q497332,Q645323
Q638599,Q674105
Q034753,Q398941
Q261090,Q026196
Q728420,Q498152
Q600808,Q098689
Q127170,Q584473
Q717262,Q614226
Q234689,Q202355
Q696477,Q378559
Q695345,Q496535
Q084738,Q476054
Q719865,Q126776
Q515790,Q546126
Q703125,Q284611
Q472308,Q276377
Q237543,Q659659
Q722927,Q020751
Q232443,Q656553
Q457452,Q303987
Q360729,Q443818
Q528308,Q698827
Q046894,Q328588
Q597573,Q558945
Q184495,Q347930
Q706404,Q508545
Q536820,Q244998
Q025885,Q216076
Q522762,Q642312
Q625146,Q197549
Q518163,Q399394
Q689366,Q565242
Q421746,Q119715
Q053484,Q359010
Q398259,Q481307
Q572376,Q371904
Q470017,Q336738
Q217654,Q487434
Q423163,Q629185
Q702993,Q494399
Q347930,Q443410
Q157195,Q289119
Q683446,Q192161
Q189183,Q150124
Q132628,Q318649
Q326968,Q176319
Q052675,Q350485
Q079439,Q595578
Q502043,Q321547
Q530418,Q698926
Q143872,Q612723
Q578720,Q030047
Q327217,Q665878
Q215402,Q715900
Q515300,Q224597
Q606273,Q067842
Q318839,Q116245
Q708372,Q596126
Q228866,Q264872
Q703878,Q290344
Q050555,Q654586
Q668070,Q151047
Q195399,Q291767
Q298598,Q640936
Q616807,Q500383
Q715390,Q649307
Q190110,Q590968
Q179973,Q396942
Q081476,Q700138
Q565972,Q559405
Q256200,Q685058
Q553150,Q239261
Q481285,Q666435
Q375244,Q074515
Q297307,Q444557
Q052675,Q373619
Q132378,Q551881
Q333334,Q076787
Q454119,Q305075
Q152756,Q317215
Q210500,Q517728
Q566721,Q105045
Q207303,Q548236
Q303525,Q109493
Q247389,Q082643
Q709928,Q265303
Q335924,Q201079
Q158469,Q201140
Q096321,Q182614
Q577494,Q132724
Q493515,Q703012
Q203286,Q633070
Q048933,Q517837
Q352462,Q534414
Q163832,Q399866
Q399489,Q631113
Q219841,Q439052
Q625077,Q648019
Q357348,Q173004
Q051815,Q329120
Q442152,Q557038
Q310848,Q192383
Q582944,Q528675
Q375786,Q394436
Q145859,Q542150
Q171578,Q627007
Q290014,Q288452
Q236048,Q643952
Q278702,Q284091
Q237543,Q375886
Q229794,Q144235
Q153911,Q203503
Q114497,Q167373
Q008611,Q057935
Q416795,Q352559
Q154804,Q541979
Q718948,Q519516
Q326935,Q632723
Q612747,Q112644
Q533129,Q079354
Q100642,Q589867
Q060775,Q558280
Q235556,Q623157
Q554656,Q044441
Q348378,Q204528
Q593864,Q007854
Q474197,Q667735
Q196585,Q502443
Q001819,Q533216
Q204939,Q614775
Q553669,Q574422
Q490067,Q209589
Q006047,Q681543
Q355745,Q393000
Q501078,Q303417
Q495784,Q254794
Q696375,Q201567
Q469268,Q276612
Q293430,Q539454
Q478461,Q472968
Q677693,Q142915
Q293132,Q224221
Q104682,Q526575
Q292950,Q390894
Q406241,Q165318
Q264109,Q085587
Q248798,Q196841
Q193776,Q454768
Q422127,Q531396
Q228565,Q615256
Q394322,Q628723
Q041585,Q459448
Q192464,Q239907
Q460825,Q126319
Q129049,Q595695
Q346054,Q219412
Q215402,Q285484
Q421188,Q153088
Q709473,Q407482
Q630288,Q272131
Q482901,Q086137
Q074737,Q697384
Q586029,Q522394
Q544966,Q285396
Q300397,Q636399
Q319191,Q496269
Q015372,Q214635
Q563374,Q380329
Q531379,Q386087
Q692087,Q072959
Q216076,Q341783
Q212658,Q121930
Q158612,Q024095
Q160596,Q240084
Q657608,Q628830
Q599904,Q224172
Q219872,Q249573
Q247405,Q255576
Q647527,Q436329
Q124471,Q459787
Q033279,Q581884
Q618064,Q179811
Q408003,Q667741
Q614299,Q399876
Q326570,Q261819
Q028231,Q721420
Q563323,Q723546
Q712241,Q682839
Q400847,Q512638
Q161485,Q226285
Q155218,Q370921
Q156103,Q603602
Q162984,Q334329
Q539035,Q187424
Q614392,Q202061
Q164019,Q080756
Q549797,Q320730
Q406192,Q124294
Q475965,Q350037
Q181132,Q608413
Q448061,Q613034
Q100363,Q499699
Q679062,Q663778
Q404439,Q458702
Q420233,Q675249
Q076211,Q718693
Q225466,Q612723
Q198624,Q017404
Q040484,Q662604
Q096447,Q466163
Q498570,Q518516
Q691230,Q677190
Q475334,Q180060
Q130520,Q361166
Q251245,Q554077
Q664443,Q078740
Q257804,Q670439
Q452407,Q047282
Q598164,Q473000
Q511051,Q156779
Q004356,Q637000
Q471519,Q645990
Q192464,Q048118
Q365444,Q416941
Q471191,Q007828
Q711089,Q036120
Q534178,Q140077
Q682743,Q107540
Q238669,Q288579
Q219260,Q654233
Q052365,Q323081
Q335177,Q482447
Q481344,Q133754
Q681332,Q246036
Q026478,Q349609
Q593678,Q251242
Q568230,Q080422
Q433913,Q588639
Q372246,Q639967
Q458250,Q707592
Q664805,Q623414
Q616200,Q422424
Q562196,Q145938
Q099561,Q150509
Q073320,Q693360
Q127746,Q036890
Q721869,Q428835
Q068402,Q051152
Q101672,Q499937
Q291927,Q588711
Q678713,Q189885
Q562196,Q445434
Q119763,Q014157
Q597156,Q126363
Q575995,Q052075
Q504887,Q648617
Q193404,Q225938
Q489463,Q109696
Q140120,Q702007
Q645389,Q296852
Q416335,Q719793
Q159595,Q251206
Q709655,Q612768
Q177818,Q700127
Q661233,Q130452
Q661012,Q387438
Q044864,Q322425
Q199931,Q030078
Q469007,Q582614
Q575508,Q574459
Q498453,Q022573
Q521550,Q367216
Q506264,Q316384
Q597573,Q413211
Q106371,Q558931
Q265303,Q427236
Q247289,Q153481
Q181150,Q052704
Q283188,Q083673
Q448397,Q482963
Q710676,Q421758
Q382483,Q055188
Q659768,Q277429
Q594567,Q100089
Q041494,Q569797
Q155731,Q216255
Q301575,Q400576
Q193867,Q438102
Q407049,Q292422
Q152700,Q379039
Q304957,Q036142
Q672670,Q361579
Q120117,Q591658
Q560461,Q646790
Q241782,Q395767
Q207303,Q505837
Q548279,Q115698
Q541020,Q182279
Q269287,Q230040
Q351458,Q223704
Q702993,Q065340
Q359970,Q623364
Q189647,Q071632
Q128674,Q074941
Q429159,Q190924
Q373330,Q491467
Q109016,Q301607
Q142057,Q240084
Q403082,Q699093
Q080752,Q576033
Q669283,Q253546
Q588524,Q683550
Q052033,Q554888
Q024943,Q083509
Q484246,Q164492
Q724985,Q431485
Q094202,Q524862
Q179741,Q503465
Q448166,Q092990
Q185172,Q119889
Q394278,Q698984
Q364401,Q354646
Q403938,Q006631
Q075678,Q166609
Q472308,Q393968
Q215247,Q171896
Q455860,Q570924
Q718639,Q027411
Q025321,Q668373
Q064983,Q104163
Q185915,Q606123
Q053345,Q004611
Q724059,Q250892
Q472502,Q653899
Q576227,Q686249
Q683635,Q326320
Q354042,Q591822
Q248867,Q727881
Q583816,Q123143
Q311433,Q477493
Q652309,Q693412
Q305873,Q067803
Q334245,Q097393
Q076663,Q496832
Q664010,Q639443
Q136009,Q444177
Q179064,Q671234
Q069967,Q350646
Q017724,Q372965
Q342491,Q179929
Q362376,Q465904
Q539035,Q361404
Q414397,Q139688
Q509799,Q509071
Q251483,Q314906
Q006620,Q463179
Q133582,Q619660
Q520375,Q439553
Q314465,Q400423
Q098641,Q327305
Q013385,Q504394
Q026557,Q037194
Q550456,Q306900
Q486826,Q183267
Q699570,Q440507
Q525131,Q441100
Q566045,Q035525
Q356940,Q362880
Q521795,Q698827
Q129731,Q488162
Q636162,Q544640
Q599357,Q541130
Q051815,Q407482
Q648777,Q089067
Q306326,Q082365
Q169132,Q062997
Q070861,Q575355
Q080586,Q311831
Q263180,Q350260
Q538499,Q701156
Q655882,Q009808
Q611710,Q228720
Q192467,Q480226
Q370114,Q370906
Q689862,Q574899
Q670990,Q339663
Q138726,Q478080
Q024320,Q390894
Q289444,Q654910
Q488807,Q515883
Q059291,Q557361
Q252711,Q247405
Q420813,Q629030
Q441792,Q198343
Q232029,Q141434
Q360887,Q472601
Q153197,Q199997
Q035601,Q152832
Q504503,Q452320
Q047342,Q537678
Q027539,Q094438
Q417402,Q175880
Q508952,Q268444
Q322405,Q362125
Q012198,Q632400
Q233984,Q077820
Q049085,Q722702
Q145988,Q513859
Q587821,Q505814
Q653366,Q542150
Q455360,Q224888
Q032668,Q465504
Q061442,Q020780
Q487093,Q228171
Q627065,Q247216
Q069904,Q144965
Q592413,Q522268
Q535732,Q202258
Q023499,Q098469
Q585969,Q209463
Q521609,Q075800
Q702548,Q574248
Q607534,Q322351
Q617626,Q159871
Q178677,Q382866
Q520739,Q722746
Q495185,Q336925
Q365530,Q393968
Q089651,Q725335
Q141756,Q163940
Q060826,Q557247
Q229382,Q695637
Q161097,Q543223
Q145852,Q467582
Q365929,Q298660
Q249782,Q126024
Q545826,Q349002
Q595359,Q419450
Q368421,Q038028
Q417138,Q236112
Q591424,Q610097
Q464712,Q292950
Q306055,Q238625
Q722927,Q118880
Q009736,Q124160
Q322857,Q155708
Q031024,Q571832
Q311198,Q043549
Q485633,Q515223
Q077302,Q167602
Q485418,Q132385
Q269486,Q486926
Q188771,Q196152
Q530271,Q469574
Q086922,Q020179
Q117842,Q607152
Q546070,Q170398
Q482630,Q203189
Q354662,Q495715
Q703266,Q248150
Q550264,Q402828
Q031425,Q535065
Q487598,Q429362
Q389213,Q427410
Q264825,Q453630
Q375936,Q584073
Q227688,Q335148
Q536415,Q363904
Q576227,Q204835
Q472760,Q521658
Q128946,Q589176
Q243763,Q275002
Q360178,Q492936
Q650878,Q032779
Q268626,Q027539
Q442358,Q532138
Q048580,Q527568
Q273689,Q259776
Q516815,Q496047
Q571091,Q034139
Q269754,Q520987
Q202176,Q316551
Q413525,Q336543
Q451393,Q387332
Q086851,Q551162
Q661713,Q533328
Q453624,Q394168
Q155218,Q327650
Q501506,Q413071
Q470139,Q670623
Q225743,Q522833
Q226285,Q635851
Q704167,Q090036
Q029201,Q481026
Q454384,Q463474
Q529634,Q393466
Q605545,Q442936
Q040742,Q515392
Q020813,Q453381
Q726049,Q224522
Q431520,Q257176
Q550490,Q050678
Q450920,Q549237
Q046273,Q240014
Q562862,Q263211
Q135379,Q616295
Q119029,Q070973
Q600825,Q250227
Q332735,Q564573
Q123675,Q629895
Q145652,Q638704
Q103226,Q035462
Q236248,Q605388
Q059971,Q338260
Q162320,Q553237
Q398847,Q677666
Q193343,Q714002
Q344717,Q052704
Q628917,Q635427
Q111237,Q439122
Q577394,Q166128
Q658665,Q455299
Q544436,Q466970
Q295887,Q330085
Q660868,Q522879
Q410782,Q487339
Q538280,Q051475
Q319869,Q245665
Q348202,Q289733
Q232873,Q074460
Q311613,Q086455
Q399399,Q054794
Q095706,Q509313
Q727226,Q643248
Q353066,Q695941
Q294233,Q383266
Q065383,Q538208
Q009103,Q340343
Q119343,Q483132
Q068779,Q325027
Q447734,Q675912
Q187830,Q604685
Q650453,Q029353
Q366972,Q446201
Q007586,Q286730
Q708259,Q671791
Q034083,Q354646
Q669874,Q318822
Q655511,Q047265
Q224338,Q092631
Q725748,Q030390
Q559026,Q661326
Q571386,Q611906
Q092631,Q219318
Q246120,Q503216
Q025714,Q248867
Q584696,Q049905
Q677376,Q418100
Q401768,Q175571
Q561659,Q673466
Q554108,Q659623
Q390804,Q262730
Q489855,Q626664
Q133646,Q712079
Q500651,Q273593
Q082011,Q284155
Q143276,Q692093
Q592018,Q069715
Q489892,Q017113
Q604810,Q499042
Q460825,Q338333
Q127008,Q413975
Q280327,Q556132
Q302571,Q179929
Q184915,Q204835
Q184340,Q016379
Q006631,Q291519
Q054899,Q494312
Q423174,Q033108
Q305766,Q584696
Q562113,Q317062
Q414588,Q246754
Q067107,Q375691
Q070644,Q350260
Q369109,Q561533
Q080831,Q106357
Q168906,Q347626
Q618232,Q050809
Q689615,Q429159
Q016660,Q697483
Q672161,Q532918
Q672863,Q164800
Q248966,Q052739
Q353321,Q379077
Q149695,Q338299
Q476384,Q541130
Q366377,Q410979
Q286736,Q221038
Q116382,Q639479
Q183511,Q095818
Q304337,Q104010
Q204776,Q234032
Q093000,Q475235
Q480967,Q650811
Q036118,Q386358
Q711142,Q547113
Q229583,Q179811
Q485647,Q640229
Q170130,Q305501
Q207436,Q514632
Q551655,Q136158
Q186606,Q587899
Q558536,Q504829
Q107428,Q208402
Q668057,Q623824
Q061735,Q485457
Q442997,Q489810
Q311272,Q277629
Q563978,Q599844
Q394995,Q224809
Q522330,Q583345
Q480507,Q039395
Q230145,Q499844
Q584687,Q489798
Q727201,Q384230
Q562874,Q572472
Q487592,Q717937
Q711920,Q644167
Q431625,Q487568
Q427410,Q262052
Q232109,Q145776
Q461668,Q145178
Q145988,Q233942
Q565180,Q478388
Q204638,Q720900
Q419339,Q642493
Q639312,Q487901
Q359068,Q478080
Q283315,Q244673
Q638759,Q023241
Q379526,Q476550
Q179929,Q645323
Q044530,Q138316
Q416874,Q498333
Q457895,Q494453
Q280013,Q694972
Q149381,Q193882
Q191035,Q714640
Q306423,Q177773
Q080586,Q128994
Q600123,Q595548
Q557433,Q391561
Q161466,Q251002
Q315977,Q330526
Q113492,Q593126
Q036814,Q228698
Q343257,Q068384
Q273157,Q469901
Q065521,Q471640
Q437479,Q357904
Q172740,Q369932
Q487715,Q224874
Q362282,Q058371
Q305838,Q678685
Q051844,Q391407
Q674481,Q615516
Q680700,Q449011
Q024459,Q116578
Q628595,Q396751
Q595548,Q228634
Q382720,Q472952
Q387395,Q395752
Q179617,Q518161
Q654127,Q252804
Q566254,Q593308
Q169670,Q590265
Q697131,Q047999
Q727264,Q420233
Q317013,Q126776
Q052976,Q429613
Q701269,Q625087
Q338869,Q336184
Q538499,Q607765
Q414010,Q105903
Q150584,Q409919
Q631629,Q276936
Q478419,Q052365
Q423182,Q631113
Q416492,Q369306
Q075457,Q531428
Q203420,Q398136
Q525982,Q572297
Q631825,Q580705
Q669910,Q696788
Q212213,Q304100
Q648275,Q131563
Q276795,Q277941
Q345971,Q477624
Q555317,Q292781
Q329745,Q365434
Q110404,Q481026
Q538676,Q424969
Q697329,Q417911
Q319169,Q397471
Q133456,Q247154
Q421093,Q015924
Q383215,Q328391
Q041858,Q374100
Q591303,Q587170
Q188637,Q166888
Q368073,Q171386
Q382786,Q453965
Q048136,Q471447
Q137245,Q438184
Q717780,Q540565
Q514607,Q698559
Q400994,Q489400
Q057812,Q681024
Q107527,Q149859
Q084838,Q472760
Q406192,Q115050
Q467705,Q236974
Q002093,Q600288
Q444394,Q215801
Q456337,Q505929
Q206579,Q418139
Q343580,Q589459
Q693541,Q491569
Q464978,Q076436
Q485274,Q074094
Q122139,Q634986
Q268839,Q032381
Q332978,Q633112
Q289444,Q512988
Q045851,Q132986
Q094813,Q442444
Q372246,Q358220
Q587749,Q144254
Q499701,Q179485
Q101846,Q100568
Q520144,Q531428
Q045127,Q511956
Q287820,Q634688
Q302874,Q628664
Q671467,Q066903
Q703654,Q187805
Q569797,Q370229
Q025342,Q142496
Q034083,Q200039
Q126075,Q643393
Q256084,Q102536
Q011916,Q667981
Q412743,Q029085
Q491587,Q318732
Q152730,Q255724
Q084588,Q257170
Q595338,Q460603
Q001568,Q122642
Q422338,Q308791
Q576358,Q661088
Q697089,Q457560
Q080993,Q576499
Q648169,Q472760
Q326022,Q122561
Q582944,Q625484
Q421746,Q557885
Q611093,Q432118
Q108068,Q405292
Q175495,Q159156
Q427901,Q312790
Q254015,Q362090
Q235324,Q536681
Q458620,Q044076
Q708963,Q428785
Q578236,Q558788
Q092597,Q558280
Q403321,Q173842
Q155960,Q066948
Q357527,Q102189
Q340496,Q373847
Q359643,Q430377
Q620929,Q543700
Q316918,Q178161
Q259406,Q689698
Q426330,Q383273
Q269499,Q628664
Q137321,Q165886
Q681032,Q450711
Q400986,Q641256
Q670307,Q358386
Q373935,Q701564
Q606659,Q455468
Q068773,Q495161
Q375861,Q721497
Q056111,Q011045
Q161223,Q223977
Q058857,Q583752
Q121598,Q340517
Q632893,Q454993
Q578832,Q508952
Q226801,Q369620
Q270713,Q489149
Q324316,Q326695
Q520237,Q209589
Q193993,Q167438
Q044700,Q497252
Q384230,Q619194
Q588458,Q230341
Q588478,Q202128
Q153088,Q673466
Q271258,Q384038
Q721869,Q665297
Q339751,Q623739
Q472308,Q443182
Q345256,Q529245
Q476666,Q200129
Q640720,Q080998
Q095545,Q198360
Q383133,Q610504
Q623416,Q506207
Q311755,Q224283
Q325495,Q218394
Q188076,Q045967
Q415949,Q436579
Q618291,Q021627
Q215793,Q431109
Q676481,Q468624
Q073452,Q232109
Q337062,Q370173
Q364042,Q406616
Q016390,Q280214
Q307000,Q591080
Q092218,Q405292
Q214741,Q187477
Q104256,Q377691
Q413185,Q690060
Q023475,Q548948
Q256013,Q326118
Q343024,Q016880
Q253081,Q617708
Q716246,Q014718
Q456922,Q188124
Q146964,Q421339
Q044959,Q248740
Q374895,Q346414
Q006937,Q599519
Q213081,Q573350
Q202445,Q612475
Q508335,Q051796
Q378388,Q580595
Q648379,Q636857
Q041494,Q162817
Q687273,Q037701
Q714640,Q452536
Q688454,Q361756
Q076211,Q196152
Q059947,Q227493
Q300438,Q426781
Q313398,Q328865
Q268719,Q015137
Q014077,Q510912
Q714965,Q647228
Q228209,Q507851
Q321557,Q341656
Q008551,Q238765
Q727201,Q465120
Q348378,Q530155
Q055218,Q388259
Q352965,Q522741
Q267191,Q097109
Q311831,Q525740
Q723165,Q548259
Q159439,Q551534
Q128647,Q525674
Q498851,Q371919
Q268837,Q196981
Q537185,Q312672
Q360337,Q536308
Q436925,Q086782
Q199004,Q677641
Q573681,Q530764
Q020400,Q342729
Q230933,Q400423
Q377534,Q324529
Q158469,Q003604
Q337534,Q479847
Q726376,Q001075
Q487308,Q553150
Q079295,Q244394
Q069904,Q123143
Q291519,Q291284
Q145450,Q695220
Q722120,Q713998
Q289360,Q373458
Q062626,Q711453
Q227734,Q180129
Q559884,Q173873
Q666932,Q467582
Q506057,Q271361
Q040723,Q547596
Q626851,Q131349
Q579796,Q122561
Q232392,Q371904
Q220750,Q262052
Q229583,Q365461
Q252107,Q620920
Q035474,Q692855
Q084520,Q669811
Q129730,Q190990
Q569212,Q104538
Q116513,Q339925
Q252565,Q421317
Q683689,Q041432
Q540488,Q091009
Q640229,Q227330
Q018308,Q092001
